,scores,names,logfoldchanges,pvals,pvals_adj
0,-18.672119140625,AC240274.1,0.25888583064079285,8.347450148259503e-78,4.734208676960597e-74
1,-18.666807174682617,MARCH9,0.11099394410848618,9.220162063087033e-78,4.734208676960597e-74
2,-18.666696548461914,NAPA,-0.094882071018219,9.23935113294231e-78,4.734208676960597e-74
3,-18.66651153564453,UBD,-21.985462188720703,9.27140010175882e-78,4.734208676960597e-74
4,15.76600170135498,LY6D,3.2991929054260254,5.331991778332815e-56,2.178118641448955e-52
5,13.688048362731934,SPRR1B,2.0488507747650146,1.1968135737951912e-42,4.0741528741277964e-39
6,-12.225372314453125,TGM2,-2.551738977432251,2.2753732541167963e-34,6.6392141021907955e-31
7,12.03418254852295,IGFBP6,1.2032674551010132,2.3495086951978393e-33,5.998589387426984e-30
8,11.801506042480469,KRT13,1.5008225440979004,3.8338590703580395e-32,8.700730168006996e-29
9,-11.5079927444458,RPSA,-1.1969010829925537,1.2024490898543712e-30,2.4560022660275532e-27
10,11.486860275268555,KLK11,2.272000789642334,1.5359306335870998e-30,2.8519439264560467e-27
11,11.228047370910645,CSAG1,2.4055657386779785,2.969679354096002e-29,5.0546417339509034e-26
12,10.925524711608887,GSTP1,0.9451345205307007,8.70358524307238e-28,1.3674671429981027e-24
13,10.64457893371582,S100A14,1.4083195924758911,1.8481808271284814e-26,2.696363813864231e-23
14,-10.392884254455566,RPL32,-0.8288232088088989,2.6714985740754355e-25,3.6376905583660515e-22
15,-9.83811092376709,TMA7,-0.9258127808570862,7.714589227934649e-23,9.848155311285326e-20
16,9.711874008178711,SERPINB13,2.858015298843384,2.683567002289549e-22,3.2242268248096495e-19
17,9.63001537322998,AC006262.5,1.1247471570968628,5.972075168508371e-22,6.776646406487972e-19
18,-9.493768692016602,SFT2D1,-2.5486342906951904,2.2282957191330366e-21,2.395417898068014e-18
19,9.164329528808594,S100A6,0.5596933960914612,4.98557150592937e-20,5.091514900430369e-17
20,9.150650024414062,CD9,0.9138655066490173,5.65921461615885e-20,5.270320338359475e-17
21,9.15031623840332,S100A13,0.8061164617538452,5.676722029077525e-20,5.270320338359475e-17
22,8.928540229797363,IFI27,0.8215291500091553,4.316674611829352e-19,3.833394736809327e-16
23,8.682072639465332,FXYD3,0.6456274390220642,3.886201133590303e-18,3.3073190897325805e-15
24,-8.66561222076416,RPL29,-0.6694009900093079,4.490934864154505e-18,3.669093784014231e-15
25,8.550942420959473,S100A11,0.6255233883857727,1.2208732748245496e-17,9.590898707035163e-15
26,8.403685569763184,EPHB6,1.4272634983062744,4.3268179611555504e-17,3.273157661355634e-14
