,scores,names,logfoldchanges,pvals,pvals_adj
805,-4.329301357269287,MIER1,-0.519959568977356,1.4958325514586392e-05,0.00037906178490747775
806,-4.328969478607178,APITD1,-0.7602233290672302,1.4980876628762342e-05,0.000379162831651141
807,-4.328139781951904,MAML2,-0.9831964373588562,1.5037396323792193e-05,0.0003801223018730886
808,-4.324904918670654,E2F4,-0.6783921122550964,1.5259771876200666e-05,0.0003852667992229896
809,-4.32440710067749,TRA2B,-0.5045168995857239,1.529426055205086e-05,0.0003856608293526405
810,4.3205084800720215,PSMA3,0.17762835323810577,1.5567004670915695e-05,0.00039105018448148276
811,4.320342540740967,RP11-54H7.4,0.6536683440208435,1.5578713050261694e-05,0.00039105018448148276
812,4.3202595710754395,DHRS7,0.6905289888381958,1.5584570387658602e-05,0.00039105018448148276
813,-4.3202595710754395,KHSRP,-0.5586906671524048,1.5584570387658602e-05,0.00039105018448148276
814,4.315448760986328,SRGN,0.48592355847358704,1.592791133955815e-05,0.0003991749559637733
815,-4.313623905181885,SLC44A1,-0.6290201544761658,1.6060020678515085e-05,0.0004019925519101356
816,4.312545299530029,RPS19,0.18141953647136688,1.6138575537107434e-05,0.0004034250996820729
817,4.312296390533447,MINCR,1.1141430139541626,1.615675552215107e-05,0.0004034250996820729
818,4.310637474060059,N4BP2L2,0.3089146018028259,1.627845521422204e-05,0.000405967579670922
819,4.309808254241943,PNKD,0.3628362715244293,1.6339632227175655e-05,0.0004069963271220277
820,-4.307734489440918,EPCAM,-0.8309986591339111,1.6493534933565013e-05,0.00041013764405199
821,4.307568550109863,ITGB4,0.4818286597728729,1.650590665413639e-05,0.00041013764405199
822,-4.306489944458008,LTA4H,-1.3854633569717407,1.6586538684092172e-05,0.00041164040415866656
823,-4.304831027984619,R3HDM2,-0.7411280870437622,1.671132140521907e-05,0.00041423390740485375
824,-4.303006172180176,SLC30A7,-1.114660382270813,1.6849615602241598e-05,0.00041715563475852683
825,4.30225944519043,EEF1D,0.20929960906505585,1.690650427078879e-05,0.0004180573241293717
826,-4.293384075164795,INHBA,-1.1024119853973389,1.7597025055979753e-05,0.00043460609040917345
827,-4.292720317840576,NR2F1,-1.9862695932388306,1.7649718405876746e-05,0.0004353810367633243
828,-4.2878265380859375,AHR,-1.0056190490722656,1.8043000803826674e-05,0.0004445455867529069
829,-4.284259796142578,GNAI3,-0.7426364421844482,1.833487508489368e-05,0.00045119255856500404
830,-4.283430099487305,RAF1,-0.979717493057251,1.8403394588840802e-05,0.00045233373583282
831,-4.281771183013916,SUZ12,-0.8676449060440063,1.854116608314647e-05,0.0004551722563080128
832,4.274637222290039,LAMB3,0.45685601234436035,1.914485814384171e-05,0.0004694282444033216
833,4.273559093475342,ANAPC15,0.39759621024131775,1.9237726997810356e-05,0.000471139776894816
