"","status","family","pval","qval","index","gene_ids","mito","n_cells_by_counts","mean_counts","log1p_mean_counts","pct_dropout_by_counts","total_counts","log1p_total_counts","n_cells","gene_short_name","use_for_ordering"
"PRKAR1A","OK","negbinomial.size",0.516551530528926,0.752825603505373,"PRKAR1A","ENSG00000108946","False",2042,1.0055718,0.6959292,40.1173020527859,3429,8.140316,2042,"PRKAR1A",FALSE
"FAM20A","OK","negbinomial.size",0.930057594657055,0.995900941682789,"FAM20A","ENSG00000108950","False",12,0.0038123168,0.0038050683,99.6480938416422,13,2.6390574,12,"FAM20A",FALSE
"LINC01482","OK","negbinomial.size",0.999999999526373,0.999999999652452,"LINC01482","ENSG00000267659","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"LINC01482",FALSE
"ABCA9-AS1","OK","negbinomial.size",0.157611723236536,0.368458217592565,"ABCA9-AS1","ENSG00000231749","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"ABCA9-AS1",FALSE
"ABCA9","OK","negbinomial.size",0.999999999526373,0.999999999652452,"ABCA9","ENSG00000154258","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"ABCA9",FALSE
"ABCA6","OK","negbinomial.size",0.470017340383585,0.716639607146515,"ABCA6","ENSG00000154262","False",64,0.022580646,0.022329478,98.1231671554252,77,4.356709,64,"ABCA6",FALSE
"ABCA10","OK","negbinomial.size",0.30915915240981,0.567316571010345,"ABCA10","ENSG00000154263","False",234,0.078005865,0.07511292,93.1378299120235,266,5.587249,234,"ABCA10",FALSE
"ABCA5","OK","negbinomial.size",0.382060888453284,0.639638823496584,"ABCA5","ENSG00000154265","False",430,0.14017595,0.1311826,87.3900293255132,478,6.1717005,430,"ABCA5",FALSE
"MAP2K6","OK","negbinomial.size",0.916703062988098,0.989204356589809,"MAP2K6","ENSG00000108984","False",24,0.0073313783,0.0073046344,99.2961876832845,25,3.2580965,24,"MAP2K6",FALSE
"RP1-193H18.2","OK","negbinomial.size",0.744923820917336,0.901687154334277,"RP1-193H18.2","ENSG00000267194","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"RP1-193H18.2",FALSE
"LINC01483","OK","negbinomial.size",0.827828984154088,0.945501705605729,"LINC01483","ENSG00000227517","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"LINC01483",FALSE
"KCNJ2-AS1","OK","negbinomial.size",0.571517715248708,0.791149308308565,"KCNJ2-AS1","ENSG00000267365","False",12,0.0038123168,0.0038050683,99.6480938416422,13,2.6390574,12,"KCNJ2-AS1",FALSE
"KCNJ2","OK","negbinomial.size",0.54093334351783,0.770740393536914,"KCNJ2","ENSG00000123700","False",16,0.0055718473,0.005556382,99.5307917888563,19,2.9957323,16,"KCNJ2",FALSE
"AC005152.3","OK","negbinomial.size",0.307710642336907,0.565349453065695,"AC005152.3","ENSG00000228639","False",3,0.0011730206,0.0011723331,99.9120234604106,4,1.609438,3,"AC005152.3",FALSE
"LINC01152","OK","negbinomial.size",0.216435676211239,0.454336966764086,"LINC01152","ENSG00000256124","False",75,0.023753665,0.023475936,97.8005865102639,81,4.406719,75,"LINC01152",FALSE
"SOX9","OK","negbinomial.size",0.0609745238357495,0.187589192550863,"SOX9","ENSG00000125398","False",1659,1.0932552,0.73872036,51.3489736070381,3728,8.223895,1659,"SOX9",FALSE
"LINC00511","OK","negbinomial.size",0.328507245869925,0.587184781385598,"LINC00511","ENSG00000227036","False",1163,0.5234604,0.42098433,65.8944281524927,1785,7.487734,1163,"LINC00511",FALSE
"RP11-57A1.1","OK","negbinomial.size",0.742205007710922,0.900316978411663,"RP11-57A1.1","ENSG00000263680","False",13,0.0038123168,0.0038050683,99.6187683284458,13,2.6390574,13,"RP11-57A1.1",FALSE
"CTD-3010D24.3","OK","negbinomial.size",0.326751685031227,0.585363784028794,"CTD-3010D24.3","ENSG00000263893","False",70,0.02170088,0.021468768,97.9472140762463,74,4.317488,70,"CTD-3010D24.3",FALSE
"SLC39A11","OK","negbinomial.size",0.404902711475657,0.662883767384601,"SLC39A11","ENSG00000133195","False",817,0.29794723,0.26078397,76.0410557184751,1016,6.9246125,817,"SLC39A11",FALSE
"SSTR2","OK","negbinomial.size",0.0111816480508437,0.0487585741755939,"SSTR2","ENSG00000180616","False",93,0.031085044,0.030611688,97.2727272727273,106,4.6728287,93,"SSTR2",FALSE
"COG1","OK","negbinomial.size",0.572911819877804,0.792209323742748,"COG1","ENSG00000166685","False",592,0.2,0.18232156,82.6392961876833,682,6.526495,592,"COG1",FALSE
"RP11-143K11.7","OK","negbinomial.size",0.319058809408916,0.576603803059379,"RP11-143K11.7","ENSG00000277728","False",52,0.015542522,0.015422974,98.475073313783,53,3.988984,52,"RP11-143K11.7",FALSE
"FAM104A","OK","negbinomial.size",0.000902958214610675,0.00548243803014954,"FAM104A","ENSG00000133193","False",2571,2.4041057,1.2249823,24.6041055718475,8198,9.011767,2571,"FAM104A",FALSE
"C17orf80","OK","negbinomial.size",0.343707198530428,0.603837908995699,"C17orf80","ENSG00000141219","False",739,0.2733138,0.24162279,78.3284457478006,932,6.838405,739,"C17orf80",FALSE
"CDC42EP4","OK","negbinomial.size",0.597107491719719,0.8101986659387,"CDC42EP4","ENSG00000179604","False",816,0.29736072,0.260332,76.0703812316716,1014,6.9226437,816,"CDC42EP4",FALSE
"SDK2","OK","negbinomial.size",0.139656925224484,0.338454283069541,"SDK2","ENSG00000069188","False",16,0.0046920823,0.004681109,99.5307917888563,16,2.8332133,16,"SDK2",FALSE
"RPL38","OK","negbinomial.size",5.73834856610843e-06,5.39124974529737e-05,"RPL38","ENSG00000172809","False",3409,67.85689,4.2320304,0.0293255131964765,231392,12.351872,3409,"RPL38",FALSE
"MGC16275","OK","negbinomial.size",0.494320067625834,0.734931386028363,"MGC16275","ENSG00000246731","False",54,0.016129032,0.016000342,98.41642228739,55,4.0253515,54,"MGC16275",FALSE
"TTYH2","OK","negbinomial.size",0.00517727141479635,0.0255919091595391,"TTYH2","ENSG00000141540","False",205,0.06920821,0.06691839,93.9882697947214,236,5.46806,205,"TTYH2",FALSE
"GPRC5C","OK","negbinomial.size",1.3556752546142e-10,2.31518955480728e-09,"GPRC5C","ENSG00000170412","False",526,0.20351906,0.18524982,84.574780058651,694,6.543912,526,"GPRC5C",TRUE
"RAB37","OK","negbinomial.size",0.0442045940785764,0.147096584238339,"RAB37","ENSG00000172794","False",125,0.041935485,0.041080028,96.3343108504399,143,4.9698133,125,"RAB37",FALSE
"RP11-452I5.2","OK","negbinomial.size",0.202054219749037,0.435394832426444,"RP11-452I5.2","ENSG00000266036","False",8,0.0023460411,0.0023432935,99.7653958944282,8,2.1972246,8,"RP11-452I5.2",FALSE
"SLC9A3R1","OK","negbinomial.size",0.000746135602519582,0.00462794402716746,"SLC9A3R1","ENSG00000109062","False",2597,2.0099707,1.1019304,23.841642228739,6854,8.832733,2597,"SLC9A3R1",FALSE
"NAT9","OK","negbinomial.size",0.485022008777645,0.728936174943634,"NAT9","ENSG00000109065","False",1300,0.5718475,0.45225167,61.8768328445748,1950,7.5760975,1300,"NAT9",FALSE
"TMEM104","OK","negbinomial.size",0.430545692751323,0.683074085322804,"TMEM104","ENSG00000109066","False",529,0.17800586,0.16382305,84.4868035190616,607,6.410175,529,"TMEM104",FALSE
"GRIN2C","OK","negbinomial.size",0.0818202357438787,0.232043642747671,"GRIN2C","ENSG00000161509","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"GRIN2C",FALSE
"FDXR","OK","negbinomial.size",0.804639669162498,0.933369220958883,"FDXR","ENSG00000161513","False",589,0.1920821,0.17570145,82.7272727272727,655,6.4861608,589,"FDXR",FALSE
"FADS6","OK","negbinomial.size",0.559772755515779,0.783946585684085,"FADS6","ENSG00000172782","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"FADS6",FALSE
"USH1G","OK","negbinomial.size",0.176784553502679,0.398677763640522,"USH1G","ENSG00000182040","False",35,0.010557185,0.010501847,98.9736070381232,36,3.6109178,35,"USH1G",FALSE
"OTOP2","OK","negbinomial.size",0.508060793038686,0.745805785382719,"OTOP2","ENSG00000183034","False",25,0.007917888,0.007886707,99.266862170088,27,3.3322046,25,"OTOP2",FALSE
"OTOP3","OK","negbinomial.size",0.48810540556051,0.731286528798424,"OTOP3","ENSG00000182938","False",47,0.018181818,0.018018505,98.6217008797654,62,4.1431346,47,"OTOP3",FALSE
"HID1","OK","negbinomial.size",0.790759430456843,0.925998243726695,"HID1","ENSG00000167861","False",50,0.014662757,0.014556298,98.533724340176,50,3.9318256,50,"HID1",FALSE
"CDR2L","OK","negbinomial.size",0.000804769800542869,0.00494061411965377,"CDR2L","ENSG00000109089","False",423,0.13782991,0.12912287,87.5953079178886,470,6.154858,423,"CDR2L",FALSE
"ICT1","OK","negbinomial.size",1.45829541375632e-09,2.23616244939736e-08,"ICT1","ENSG00000167862","False",2088,1.3475074,0.85335404,38.7683284457478,4595,8.432941,2088,"ICT1",FALSE
"KCTD2","OK","negbinomial.size",0.189202200897032,0.417228508718499,"KCTD2","ENSG00000180901","False",515,0.17390029,0.16033179,84.8973607038123,593,6.3868794,515,"KCTD2",FALSE
"ATP5H","OK","negbinomial.size",0.00393169097193626,0.02011642988522,"ATP5H","ENSG00000167863","False",3233,6.1504397,1.9671738,5.19061583577712,20973,9.951039,3233,"ATP5H",FALSE
"SLC16A5","OK","negbinomial.size",0.112742877783631,0.292244430196238,"SLC16A5","ENSG00000170190","False",599,0.20234604,0.18427469,82.4340175953079,690,6.53814,599,"SLC16A5",FALSE
"ARMC7","OK","negbinomial.size",0.289880806854506,0.545797887168444,"ARMC7","ENSG00000125449","False",715,0.26451612,0.23468953,79.0322580645161,902,6.8057227,715,"ARMC7",FALSE
"NT5C","OK","negbinomial.size",0.305214164225509,0.563347126722034,"NT5C","ENSG00000125458","False",2571,1.8524927,1.0481932,24.6041055718475,6317,8.751158,2571,"NT5C",FALSE
"HN1","OK","negbinomial.size",1.1282136891655e-58,1.51603714481614e-56,"HN1","ENSG00000189159","False",3389,20.380938,3.0624998,0.615835777126095,69499,11.149082,3389,"HN1",FALSE
"SUMO2","OK","negbinomial.size",7.18995801336839e-13,1.5523772983409e-11,"SUMO2","ENSG00000188612","False",3394,15.7721405,2.8197193,0.46920821114369,53783,10.892732,3394,"SUMO2",FALSE
"NUP85","OK","negbinomial.size",5.65189021181952e-12,1.10257743625992e-10,"NUP85","ENSG00000125450","False",1949,1.0753666,0.7301378,42.8445747800587,3667,8.207402,1949,"NUP85",FALSE
"GGA3","OK","negbinomial.size",0.0774603743014296,0.22334376495507,"GGA3","ENSG00000125447","False",637,0.21407625,0.1939835,81.3196480938416,730,6.5944133,637,"GGA3",FALSE
"MRPS7","OK","negbinomial.size",2.37493472756298e-07,2.72364075297439e-06,"MRPS7","ENSG00000125445","False",2861,2.9020529,1.3615028,16.099706744868,9896,9.199987,2861,"MRPS7",FALSE
"MIF4GD","OK","negbinomial.size",0.0310670193260885,0.111735141703708,"MIF4GD","ENSG00000125457","False",1388,0.6695015,0.5125251,59.2961876832845,2283,7.7336836,1388,"MIF4GD",FALSE
"RP11-649A18.12","OK","negbinomial.size",0.515995078212651,0.752390945690645,"RP11-649A18.12","ENSG00000263843","False",58,0.017595308,0.017442303,98.2991202346041,60,4.1108737,58,"RP11-649A18.12",FALSE
"SLC25A19","OK","negbinomial.size",4.90451659024996e-11,8.74125229981286e-10,"SLC25A19","ENSG00000125454","False",1196,0.5648094,0.447764,64.9266862170088,1926,7.5637197,1196,"SLC25A19",FALSE
"GRB2","OK","negbinomial.size",0.282568784434114,0.536880690424817,"GRB2","ENSG00000177885","False",2718,2.2750733,1.1863402,20.2932551319648,7758,8.956609,2718,"GRB2",FALSE
"RP11-16C1.1","OK","negbinomial.size",0.811590202916069,0.93768396315447,"RP11-16C1.1","ENSG00000265342","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-16C1.1",FALSE
"TMEM94","OK","negbinomial.size",0.0151188391714448,0.0624852873485958,"TMEM94","ENSG00000177728","False",638,0.22170088,0.20024405,81.2903225806452,756,6.629363,638,"TMEM94",FALSE
"CASKIN2","OK","negbinomial.size",0.0408668876345809,0.138356734615666,"CASKIN2","ENSG00000177303","False",409,0.13020527,0.12239928,88.0058651026393,444,6.0980744,409,"CASKIN2",FALSE
"TSEN54","OK","negbinomial.size",4.50919234168635e-05,0.000362912788231684,"TSEN54","ENSG00000182173","False",1236,0.5225806,0.42040667,63.7536656891495,1782,7.4860525,1236,"TSEN54",FALSE
"LLGL2","OK","negbinomial.size",0.00298070958825269,0.0157681930432689,"LLGL2","ENSG00000073350","False",664,0.23841642,0.21383348,80.5278592375367,813,6.7019606,664,"LLGL2",FALSE
"MYO15B","OK","negbinomial.size",0.782489360026094,0.921606547410122,"MYO15B","ENSG00000266714","False",28,0.008211143,0.008177616,99.1788856304985,28,3.3672957,28,"MYO15B",FALSE
"RECQL5","OK","negbinomial.size",0.0850280681965845,0.238519788612953,"RECQL5","ENSG00000108469","False",361,0.11260997,0.10670858,89.4134897360704,384,5.9532433,361,"RECQL5",FALSE
"SMIM5","OK","negbinomial.size",0.018114897978389,0.0722321197309888,"SMIM5","ENSG00000204323","False",22,0.009090909,0.009049836,99.3548387096774,31,3.465736,22,"SMIM5",FALSE
"SMIM6","OK","negbinomial.size",0.571058114833825,0.791036687242027,"SMIM6","ENSG00000259120","False",18,0.0052785925,0.0052647097,99.4721407624633,18,2.944439,18,"SMIM6",FALSE
"SAP30BP","OK","negbinomial.size",5.17361696558591e-12,1.01217554139935e-10,"SAP30BP","ENSG00000161526","False",1883,1.1774193,0.77814037,44.7800586510264,4015,8.298041,1883,"SAP30BP",FALSE
"ITGB4","OK","negbinomial.size",0.429116009889086,0.682580376773196,"ITGB4","ENSG00000132470","False",1329,0.76891494,0.5703663,61.0263929618768,2622,7.872074,1329,"ITGB4",FALSE
"GALK1","OK","negbinomial.size",0.209426360949692,0.44541801253844,"GALK1","ENSG00000108479","False",950,0.4058651,0.34065285,72.1407624633431,1384,7.233455,950,"GALK1",FALSE
"H3F3B","OK","negbinomial.size",1.78630099593406e-94,4.86469304559376e-92,"H3F3B","ENSG00000132475","False",3407,35.936657,3.6092045,0.0879765395894405,122544,11.716233,3407,"H3F3B",TRUE
"UNK","OK","negbinomial.size",0.0278562886037342,0.102350187935109,"UNK","ENSG00000132478","False",1271,0.57536656,0.45448798,62.7272727272727,1962,7.582229,1271,"UNK",FALSE
"UNC13D","OK","negbinomial.size",0.0528129632104139,0.168732171683514,"UNC13D","ENSG00000092929","False",1010,0.43841642,0.3635428,70.3812316715543,1495,7.31055,1010,"UNC13D",FALSE
"WBP2","OK","negbinomial.size",0.854224901881691,0.960379754722392,"WBP2","ENSG00000132471","False",1671,0.83870965,0.60906404,50.9970674486804,2860,7.9589267,1671,"WBP2",FALSE
"TRIM47","OK","negbinomial.size",0.779023971382414,0.920141997942101,"TRIM47","ENSG00000132481","False",1605,0.75777125,0.5640467,52.9325513196481,2584,7.857481,1605,"TRIM47",FALSE
"RP11-552F3.9","OK","negbinomial.size",0.899535008157674,0.98282885105491,"RP11-552F3.9","ENSG00000267801","False",40,0.011730205,0.011661939,98.8269794721408,40,3.713572,40,"RP11-552F3.9",FALSE
"TRIM65","OK","negbinomial.size",0.128817263410144,0.320864951847827,"TRIM65","ENSG00000141569","False",483,0.16217008,0.15028901,85.8357771260997,553,6.317165,483,"TRIM65",FALSE
"RP11-552F3.10","OK","negbinomial.size",0.379174311935717,0.637103925739307,"RP11-552F3.10","ENSG00000267342","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-552F3.10",FALSE
"MRPL38","OK","negbinomial.size",0.657597341837007,0.851761412075647,"MRPL38","ENSG00000204316","False",358,0.11407625,0.10802559,89.5014662756598,389,5.966147,358,"MRPL38",FALSE
"FBF1","OK","negbinomial.size",0.200296548222196,0.433053561706188,"FBF1","ENSG00000188878","False",496,0.16510265,0.15280919,85.4545454545455,563,6.3350544,496,"FBF1",FALSE
"ACOX1","OK","negbinomial.size",0.704658208801331,0.878949319892658,"ACOX1","ENSG00000161533","False",892,0.31994134,0.2775873,73.841642228739,1091,6.995766,892,"ACOX1",FALSE
"TEN1","OK","negbinomial.size",0.493675380799638,0.734794472159382,"TEN1","ENSG00000257949","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"TEN1",FALSE
"TEN1-CDK3","OK","negbinomial.size",0.0548849726824013,0.173883289442849,"TEN1-CDK3","ENSG00000261408","False",6,0.0017595307,0.0017579846,99.8240469208211,6,1.9459101,6,"TEN1-CDK3",FALSE
"EVPL","OK","negbinomial.size",0.0337922638494671,0.119333304045268,"EVPL","ENSG00000167880","False",408,0.13343109,0.1252494,88.0351906158358,455,6.122493,408,"EVPL",FALSE
"SRP68","OK","negbinomial.size",3.06359981698278e-07,3.45903959435452e-06,"SRP68","ENSG00000167881","False",2020,1.1803519,0.77948624,40.7624633431085,4025,8.300529,2020,"SRP68",FALSE
"ZACN","OK","negbinomial.size",0.577061331728145,0.795402509304436,"ZACN","ENSG00000186919","False",40,0.011730205,0.011661939,98.8269794721408,40,3.713572,40,"ZACN",FALSE
"GALR2","OK","negbinomial.size",0.00770988755665076,0.0359530715398612,"GALR2","ENSG00000182687","False",21,0.007038123,0.007013471,99.3841642228739,24,3.218876,21,"GALR2",FALSE
"EXOC7","OK","negbinomial.size",0.327330336910175,0.585798837412628,"EXOC7","ENSG00000182473","False",1724,0.785044,0.5794431,49.4428152492669,2677,7.8928256,1724,"EXOC7",FALSE
"FOXJ1","OK","negbinomial.size",0.351072492088062,0.611619689466245,"FOXJ1","ENSG00000129654","False",3,0.0008797654,0.0008793786,99.9120234604106,3,1.3862944,3,"FOXJ1",FALSE
"RP11-449J21.5","OK","negbinomial.size",0.480109463904647,0.725041849701784,"RP11-449J21.5","ENSG00000267128","False",5,0.0014662757,0.0014652017,99.8533724340176,5,1.7917595,5,"RP11-449J21.5",FALSE
"RNF157","OK","negbinomial.size",0.00852310650369663,0.0390061506470992,"RNF157","ENSG00000141576","False",118,0.037243403,0.03656662,96.5395894428152,127,4.8520303,118,"RNF157",FALSE
"UBALD2","OK","negbinomial.size",5.45533212050111e-77,1.12550665213369e-74,"UBALD2","ENSG00000185262","False",1529,0.98475075,0.68549335,55.1612903225806,3358,8.119398,1529,"UBALD2",TRUE
"QRICH2","OK","negbinomial.size",0.215067182082883,0.452511680558294,"QRICH2","ENSG00000129646","False",28,0.008211143,0.008177616,99.1788856304985,28,3.3672957,28,"QRICH2",FALSE
"PRPSAP1","OK","negbinomial.size",2.48622220196184e-12,5.07303581169536e-11,"PRPSAP1","ENSG00000161542","False",1833,0.9824047,0.6843106,46.2463343108504,3350,8.117014,1833,"PRPSAP1",TRUE
"SPHK1","OK","negbinomial.size",5.65650580298086e-06,5.32415350349696e-05,"SPHK1","ENSG00000176170","False",1666,1.1665689,0.7731448,51.1436950146628,3978,8.288786,1666,"SPHK1",TRUE
"UBE2O","OK","negbinomial.size",0.0187664255380647,0.0742406046126228,"UBE2O","ENSG00000175931","False",1314,0.59736073,0.46835274,61.4662756598241,2037,7.6197243,1314,"UBE2O",FALSE
"AANAT","OK","negbinomial.size",0.972402934828567,0.999999999652452,"AANAT","ENSG00000129673","False",15,0.004398827,0.0043891803,99.5601173020528,15,2.7725887,15,"AANAT",FALSE
"RHBDF2","OK","negbinomial.size",0.249735367507404,0.496859808711454,"RHBDF2","ENSG00000129667","False",1003,0.4064516,0.34106994,70.5865102639296,1386,7.2348986,1003,"RHBDF2",FALSE
"CYGB","OK","negbinomial.size",1.26497622039584e-08,1.72592780905712e-07,"CYGB","ENSG00000161544","False",240,0.12111437,0.11432317,92.9618768328446,413,6.025866,240,"CYGB",FALSE
"PRCD","OK","negbinomial.size",0.0113048189877577,0.0491801763205435,"PRCD","ENSG00000214140","False",63,0.019354839,0.019169915,98.1524926686217,66,4.204693,63,"PRCD",FALSE
"RP11-666A8.8","OK","negbinomial.size",0.821352964709499,0.942098406733881,"RP11-666A8.8","ENSG00000267546","False",15,0.004398827,0.0043891803,99.5601173020528,15,2.7725887,15,"RP11-666A8.8",FALSE
"ST6GALNAC2","OK","negbinomial.size",0.384450614622619,0.642113321094693,"ST6GALNAC2","ENSG00000070731","False",840,0.30997068,0.27000475,75.366568914956,1057,6.9641356,840,"ST6GALNAC2",FALSE
"ST6GALNAC1","OK","negbinomial.size",0.332758773129557,0.592089723945571,"ST6GALNAC1","ENSG00000070526","False",99,0.03196481,0.031464566,97.0967741935484,109,4.7004805,99,"ST6GALNAC1",FALSE
"RP11-318A15.2","OK","negbinomial.size",0.105872877168475,0.279784385582366,"RP11-318A15.2","ENSG00000261335","False",95,0.028739003,0.028333783,97.2140762463343,98,4.59512,95,"RP11-318A15.2",FALSE
"MXRA7","OK","negbinomial.size",0.00495425228616159,0.0246471115176605,"MXRA7","ENSG00000182534","False",1404,0.6824047,0.52022415,58.8269794721408,2327,7.7527647,1404,"MXRA7",FALSE
"RP11-318A15.8","OK","negbinomial.size",0.595971914204958,0.809464446577754,"RP11-318A15.8","ENSG00000277382","False",4,0.0011730206,0.0011723331,99.8826979472141,4,1.609438,4,"RP11-318A15.8",FALSE
